# INTERNAL_OJS vocabulary — 6 May-2008 packages (2008085-2008105), issue 41 sweep
# element<TAB>count<TAB>packages_seen(of 6)<TAB>attrs
#PACKAGES 6
#HEADINGS 2110:961 2210:912 2280:910 2180:846 8098:642 1110:388 1180:380 2580:256 2220:249 2540:159 2510:138 2100:123 2240:109 2120:101 1120:68 1100:64 2200:57 0708:51 22D0:34 25F0:32 C398:31 3210:28 25C0:26 2140:25 22E0:21 2230:20 2520:19 3380:19 3310:18 1160:16 2130:15 1140:15 3280:13 22M0:12 PARL:12 3340:11 3110:10 0788:8 2250:8 9008:7 5008:6 21Y0:6 11M0:6 C298:6 0808:6 3180:6 3540:5 4280:4 3220:4 1130:4 21M0:3 CONS:3 4310:3 4008:3 3140:3 2150:2 4380:2 3580:2 25E0:2 3320:2 22Y0:1 3510:1 3350:1 3300:1 3200:1 4180:1 4320:1 25B0:1 1150:1 4520:1 33M0:1 33D0:1 3120:1 21B0:1 02A0:1
NAME_ADDRESSES_CONTACT_RESULT_DESIGN_CONTEST	23	6	
NAME_ADDRESSES_CONTACT_SIMPLIFIED_CONTRACT	2	2	
NAME_ADDRESS_WINNER	46	6	
NATURE_QUANTITY_SCOPE	654	6	
NAT_NOTICE	6907	6	
NBR_REGISTRATION	1	1	
NEW	458	6	QUOTE
NOTICE_CALL_COMPETITION	6	5	
NOTICE_CALL_COMPETITION_QUALIFICATION_SYSTEM	3	2	VALUE
NOTICE_COVERED	5	3	VALUE
NOTICE_DISPATCH_DATE	869	6	
NOTICE_INVOLVES	467	6	VALUE
NOTICE_INVOLVES_DESC	66	6	VALUE
NOTICE_INVOLVES_PERIODIC_INDICATIVE	3	3	
NOTICE_NUMBER_OJ	289	6	
NOTICE_TIME_LIMITS_RECEIPT_TENDERS	14	3	
NO_ADDITIONAL_WORKS	2	2	
NO_CONTRACT_LIKELY_SUB_CONTRACTED	508	6	
NO_DOC_EXT	6907	6	
NO_DOC_OJS	9602	6	
NO_ELECTRONIC_AUCTION	36	6	
NO_EXEC_SERVICE_RESERVED_PARTICULAR_PROFESSION	189	6	
NO_EXISTENCE_AUTHORISED_PERSONS	56	6	
NO_EXISTENCE_OTHER_PARTICULAR_CONDITIONS	324	6	
NO_EXTREME_URGENCY_EVENTS_UNFORESEEABLE	2	2	
NO_MANUFACTURED_BY_DIRECTIVE	2	2	
NO_MARK	2958	6	
NO_NOTICE_CALL_COMPETITION	26	6	
NO_NOTICE_TIME_LIMITS_RECEIPT_TENDERS	17	6	
NO_OJ	6907	6	
